transaction_id,customer_id,transaction_date,region,customer_type,product,quantity,sales_amount,discount,gst_amount,payment_method,order_status,source,support_tickets
TX007788,101798,2025-08-26,Central,Existing,Invoice Pro,4,16127.22,0.0,2902.9,UPI,Completed,Referral,1
TX007789,103923,2025-06-12,East,New,Data Analytics,4,37163.47,0.0,6689.42,Card,Completed,Offline,1
TX007790,101312,2025-09-03,West,Existing,Payroll,1,6924.71,0.0,1246.45,UPI,Completed,Online,0
TX007791,103844,2025-12-15,West,Existing,GST Filing,5,8822.89,0.0,1588.12,Card,Completed,Online,0
TX007792,100517,2026-04-07,West,Existing,Invoice Pro,3,12650.32,0.0,2277.06,Card,Completed,Online,2
TX007793,101351,2026-01-05,Central,New,Payroll,3,17821.37,0.05,3207.85,UPI,Completed,Offline,0
TX007794,104428,2025-06-09,Northeast,Existing,Invoice Pro,1,3569.49,0.0,642.51,Bank Transfer,Completed,Offline,1
TX007795,101510,2025-12-25,North,New,Invoice Pro,1,4002.93,0.0,720.53,UPI,Completed,Online,0
TX007796,100530,2025-04-07,West,New,GST Filing,2,3656.52,0.0,658.17,Bank Transfer,Completed,Offline,1
TX007797,104119,2026-06-03,North,Existing,GST Filing,4,6841.51,0.0,1231.47,UPI,Completed,Referral,0
TX007798,100331,2026-01-03,South,Existing,GST Filing,4,6283.78,0.05,1131.08,Card,Completed,Offline,3
TX007799,102399,2026-02-08,West,Existing,Payroll,1,7317.12,0.0,1317.08,Card,Completed,Offline,1
TX007800,100049,2025-10-02,Northeast,New,Payroll,4,27832.96,0.0,5009.93,Card,Completed,Referral,0
TX007801,101095,2026-04-05,East,New,Data Analytics,1,9885.62,0.0,1779.41,Card,Completed,Online,0
TX007802,103047,2025-10-17,South,New,GST Filing,2,3778.45,0.0,680.12,Card,Cancelled,Online,1
TX007803,102944,2025-03-29,North,New,Data Analytics,5,45905.09,0.0,8262.92,UPI,Cancelled,Offline,2
TX007804,101905,2025-01-10,Northeast,New,Invoice Pro,4,15847.7,0.0,2852.59,Card,Completed,Online,0
TX007805,100305,2025-09-24,North,Existing,Invoice Pro,4,16401.23,0.0,2952.22,Card,Completed,Online,1
TX007806,102819,2025-10-29,West,Existing,Invoice Pro,5,21681.92,0.05,3902.75,UPI,Completed,Online,3
TX007807,101828,2025-09-11,North,New,GST Filing,1,1942.09,0.0,349.58,Bank Transfer,Completed,Online,0
TX007808,104309,2025-10-15,South,Existing,Payroll,2,13354.85,0.05,2403.87,UPI,Completed,Referral,0
TX007809,104647,2025-03-18,West,New,Payroll,4,23786.51,0.05,4281.57,Bank Transfer,Completed,Offline,0
TX007810,103213,2025-11-06,West,Existing,Payroll,3,15325.56,0.1,2758.6,UPI,Completed,Referral,1
TX007811,103902,2025-11-01,North,Existing,Data Analytics,5,43356.19,0.0,7804.11,Card,Cancelled,Referral,2
TX007812,104413,2026-03-13,South,Existing,GST Filing,3,4944.92,0.0,890.09,UPI,Completed,Online,1
TX007813,100559,2026-01-18,North,New,GST Filing,4,7496.93,0.0,1349.45,Bank Transfer,Completed,Online,2
TX007814,101122,2025-06-25,North,Existing,GST Filing,1,-1612.6,0.05,-290.27,Cash,Refunded,Online,1
TX007815,100991,2025-07-15,South,Existing,GST Filing,2,3475.79,0.0,625.64,Bank Transfer,Completed,Offline,0
TX007816,100037,2025-05-18,Northeast,New,GST Filing,4,6805.93,0.0,1225.07,Card,Completed,Online,2
TX007817,100242,2025-03-16,Central,Existing,GST Filing,2,3739.34,0.0,673.08,Card,Completed,Referral,1
TX007818,100258,2025-11-14,West,New,Data Analytics,5,50467.19,0.05,9084.09,Bank Transfer,Completed,Online,3
TX007819,104687,2025-01-08,South,New,Invoice Pro,1,4668.27,0.0,840.29,Cash,Completed,Online,1
TX007820,104324,2026-04-19,North,Existing,Payroll,2,12438.03,0.15,2238.85,Card,Completed,Referral,2
TX007821,101504,2025-04-14,South,New,Invoice Pro,1,4329.26,0.0,779.27,UPI,Completed,Referral,4
TX007822,100745,2025-10-11,South,Existing,Invoice Pro,1,4235.54,0.05,762.4,Cash,Completed,Online,2
TX007823,104858,2026-06-12,West,Existing,Invoice Pro,2,8773.35,0.0,1579.2,Card,Completed,Referral,1
TX007824,100273,2025-10-23,West,Existing,Payroll,4,18631.99,0.1,3353.76,Card,Completed,Online,0
TX007825,100484,2025-08-26,West,New,GST Filing,4,6921.83,0.0,1245.93,UPI,Completed,Online,3
TX007826,104524,2026-02-28,West,Existing,GST Filing,1,1628.05,0.05,293.05,Card,Cancelled,Offline,1
TX007827,104110,2025-05-04,Central,New,Payroll,5,33029.89,0.05,5945.38,Card,Completed,Online,4
TX007828,100074,2025-04-21,North,Existing,Payroll,3,20180.14,0.0,3632.43,Card,Completed,Referral,1
TX007829,100337,2026-06-13,West,Existing,Payroll,4,25678.82,0.05,4622.19,Card,Completed,Referral,2
TX007830,100547,2025-08-05,North,Existing,Invoice Pro,3,10737.41,0.15,1932.73,Card,Completed,Online,5
TX007831,100551,2025-05-24,Central,New,Payroll,5,37931.34,0.0,6827.64,Cash,Completed,Offline,1
TX007832,104589,2025-05-24,North,Existing,Invoice Pro,2,8895.74,0.0,1601.23,Card,Completed,Offline,1
TX007833,103650,2025-05-27,South,Existing,Invoice Pro,2,9122.92,0.0,1642.13,UPI,Completed,Referral,0
TX007834,102711,2026-02-16,West,Existing,Invoice Pro,1,3917.5,0.1,705.15,Bank Transfer,Completed,Online,0
TX007835,101577,2025-04-19,North,Existing,Payroll,1,7094.43,0.05,1277.0,Card,Completed,Referral,0
TX007836,104158,2025-11-20,South,Existing,GST Filing,5,8267.1,0.1,1488.08,Card,Completed,Offline,0
TX007837,101611,2025-07-11,North,New,GST Filing,4,6856.44,0.0,1234.16,UPI,Cancelled,Online,0
TX007838,103963,2025-10-23,Central,Existing,Invoice Pro,3,10465.06,0.1,1883.71,Bank Transfer,Completed,Online,2
TX007839,104765,2025-07-12,East,New,Invoice Pro,4,15794.78,0.0,2843.06,Card,Completed,Offline,0
TX007840,100872,2025-08-20,East,Existing,GST Filing,1,1347.07,0.05,242.47,Cash,Completed,Offline,1
TX007841,100946,2025-12-13,North,Existing,Payroll,5,32755.38,0.1,5895.97,Bank Transfer,Completed,Online,3
TX007842,101220,2026-03-19,East,Existing,Data Analytics,5,43276.67,0.0,7789.8,UPI,Completed,Offline,0
TX007843,100951,2025-03-21,East,Existing,Data Analytics,3,23761.71,0.05,4277.11,UPI,Completed,Online,0
TX007844,102303,2025-08-04,Central,New,GST Filing,4,6954.22,0.0,1251.76,UPI,Completed,Offline,2
TX007845,100993,2025-10-26,Central,New,Payroll,1,6550.79,0.15,1179.14,Card,Completed,Online,3
TX007846,104029,2026-02-28,Central,Existing,Data Analytics,4,33637.14,0.05,6054.69,UPI,Cancelled,Online,1
TX007847,103798,2025-06-02,South,New,Data Analytics,3,30443.88,0.0,5479.9,Bank Transfer,Completed,Referral,1
TX007848,103508,2025-04-04,North,Existing,GST Filing,5,7995.31,0.05,1439.16,UPI,Completed,Online,0
TX007849,102367,2025-07-18,South,Existing,Invoice Pro,5,20924.22,0.0,3766.36,Card,Completed,Referral,1
TX007850,101919,2025-05-27,West,Existing,Payroll,1,6007.88,0.1,1081.42,Bank Transfer,Completed,Online,2
TX007851,104222,2026-03-21,Central,New,GST Filing,5,9198.62,0.0,1655.75,Cash,Completed,Offline,1
TX007852,102717,2026-01-15,North,New,GST Filing,2,3387.77,0.1,609.8,Cash,Completed,Online,3
TX007853,100168,2026-01-18,South,Existing,Payroll,2,12268.95,0.05,2208.41,UPI,Completed,Online,2
TX007854,101087,2026-03-31,East,Existing,GST Filing,2,3140.06,0.1,565.21,Bank Transfer,Completed,Online,2
TX007855,104300,2025-11-21,East,Existing,Data Analytics,3,26788.09,0.1,4821.86,UPI,Completed,Referral,3
TX007856,102849,2026-02-27,South,Existing,Invoice Pro,4,15547.88,0.1,2798.62,UPI,Completed,Online,1
TX007857,103793,2025-07-13,Northeast,New,Data Analytics,5,50825.04,0.0,9148.51,UPI,Completed,Online,3
TX007858,103504,2025-01-11,Central,Existing,Invoice Pro,4,12618.89,0.1,2271.4,UPI,Completed,Online,1
TX007859,102314,2025-06-05,Northeast,Existing,Data Analytics,4,34300.06,0.05,6174.01,UPI,Completed,Referral,0
TX007860,101737,2025-12-29,East,Existing,Invoice Pro,4,19084.91,0.0,3435.28,Bank Transfer,Completed,Online,2
TX007861,102435,2025-05-12,Central,New,Invoice Pro,3,11036.94,0.1,1986.65,UPI,Completed,Online,0
TX007862,100437,2025-02-17,Central,New,GST Filing,5,8522.41,0.05,1534.03,Card,Completed,Online,3
TX007863,103776,2026-02-06,South,Existing,Payroll,3,20312.07,0.0,3656.17,UPI,Completed,Offline,1
TX007864,102677,2025-11-23,South,New,Data Analytics,4,43057.98,0.05,7750.44,Cash,Completed,Online,2
TX007865,103239,2026-05-08,West,Existing,Data Analytics,3,25816.46,0.05,4646.96,Card,Completed,Online,1
TX007866,103689,2025-12-19,North,New,GST Filing,1,1675.5,0.05,301.59,Card,Cancelled,Offline,3
TX007867,102107,2025-07-05,North,New,GST Filing,1,2024.7,0.0,364.45,Bank Transfer,Completed,Online,2
TX007868,101403,2025-10-17,Northeast,New,Payroll,5,36317.72,0.0,6537.19,Card,Completed,Online,1
TX007869,102077,2026-03-20,West,Existing,Data Analytics,2,17824.27,0.1,3208.37,Cash,Completed,Online,1
TX007870,101676,2025-05-24,Northeast,Existing,Data Analytics,3,30476.46,0.0,5485.76,Cash,Completed,Referral,0
TX007871,103800,2026-04-26,West,Existing,Payroll,4,-24282.27,0.15,-4370.81,Bank Transfer,Refunded,Offline,4
TX007872,104967,2025-09-13,Central,Existing,Data Analytics,1,9315.7,0.05,1676.83,UPI,Completed,Offline,3
TX007873,102253,2025-03-14,South,Existing,GST Filing,5,10299.94,0.0,1853.99,UPI,Completed,Online,1
TX007874,102498,2026-02-12,West,Existing,Invoice Pro,4,14812.79,0.05,2666.3,Cash,Completed,Online,1
TX007875,102763,2025-03-12,East,Existing,Payroll,3,20230.3,0.05,3641.45,Bank Transfer,Completed,Online,0
TX007876,101399,2025-11-08,West,New,Invoice Pro,5,19968.02,0.0,3594.24,Card,Completed,Referral,1
TX007877,103822,2025-06-24,South,Existing,Invoice Pro,4,12738.56,0.1,2292.94,UPI,Completed,Online,2
TX007878,103322,2025-05-14,East,New,Payroll,1,6164.66,0.0,1109.64,Cash,Completed,Offline,1
TX007879,101995,2025-02-01,East,Existing,Data Analytics,1,10190.7,0.0,1834.33,Bank Transfer,Completed,Referral,1
TX007880,101927,2026-05-01,North,Existing,GST Filing,1,1453.16,0.0,261.57,Bank Transfer,Completed,Referral,0
TX007881,104961,2025-08-15,West,Existing,Payroll,5,32751.58,0.05,5895.28,Bank Transfer,Completed,Online,0
TX007882,103609,2025-01-16,Central,New,Data Analytics,3,30162.3,0.0,5429.21,UPI,Completed,Online,2
TX007883,103087,2025-05-24,West,Existing,GST Filing,1,1755.57,0.0,316.0,Card,Completed,Referral,0
TX007884,100758,2025-05-15,South,Existing,Invoice Pro,5,20981.59,0.0,3776.69,Cash,Completed,Online,1
TX007885,102191,2025-03-19,Central,Existing,Payroll,1,6611.94,0.0,1190.15,UPI,Completed,Online,1
TX007886,101019,2026-06-11,East,Existing,GST Filing,2,3956.36,0.0,712.14,UPI,Completed,Offline,2
TX007887,100140,2025-08-19,North,Existing,Data Analytics,1,9341.07,0.05,1681.39,Cash,Completed,Online,4
TX007888,103920,2025-11-03,West,New,Payroll,2,16000.55,0.0,2880.1,Bank Transfer,Completed,Offline,1
TX007889,101937,2025-12-13,West,New,Invoice Pro,1,4205.06,0.05,756.91,UPI,Completed,Online,0
TX007890,104357,2026-03-16,North,New,GST Filing,3,6177.67,0.0,1111.98,UPI,Completed,Offline,1
TX007891,104796,2026-04-18,West,Existing,Invoice Pro,3,10175.18,0.1,1831.53,UPI,Completed,Online,0
TX007892,101605,2026-03-20,West,Existing,Invoice Pro,1,3968.3,0.0,714.29,Card,Completed,Online,2
TX007893,103162,2026-05-03,East,Existing,Payroll,5,31148.07,0.1,5606.65,UPI,Completed,Online,2
TX007894,101485,2025-10-03,South,New,GST Filing,5,8370.12,0.1,1506.62,Card,Completed,Online,1
TX007895,103963,2025-11-05,South,Existing,GST Filing,5,7976.27,0.1,1435.73,UPI,Completed,Referral,1
TX007896,101838,2026-03-26,North,Existing,Invoice Pro,3,11822.72,0.1,2128.09,Card,Completed,Offline,0
TX007897,103808,2026-02-24,Central,Existing,Payroll,3,19554.07,0.0,3519.73,Card,Completed,Online,0
TX007898,100134,2025-10-12,Northeast,Existing,Data Analytics,2,15737.67,0.0,2832.78,Bank Transfer,Completed,Online,0
TX007899,102725,2025-12-22,South,Existing,GST Filing,5,9102.15,0.05,1638.39,UPI,Completed,Offline,1
TX007900,104907,2025-06-22,North,Existing,GST Filing,3,5292.58,0.0,952.66,Bank Transfer,Completed,Offline,1
TX007901,103622,2025-06-28,Central,Existing,GST Filing,3,5272.08,0.0,948.97,UPI,Completed,Offline,3
TX007902,102812,2026-05-21,West,Existing,Payroll,3,20460.76,0.05,3682.94,Card,Completed,Offline,2
TX007903,100471,2025-01-27,East,Existing,GST Filing,5,8214.45,0.15,1478.6,Card,Completed,Online,0
TX007904,101846,2026-01-04,South,Existing,Data Analytics,1,9323.6,0.0,1678.25,UPI,Completed,Online,0
TX007905,101463,2026-05-06,Northeast,Existing,Payroll,2,11901.2,0.05,2142.22,UPI,Cancelled,Referral,1
TX007906,100432,2026-03-15,West,Existing,Invoice Pro,4,-17921.45,0.1,-3225.86,Card,Refunded,Online,1
TX007907,100292,2025-09-25,South,Existing,Data Analytics,1,8841.96,0.0,1591.55,UPI,Completed,Online,2
TX007908,100662,2025-06-18,Northeast,Existing,Invoice Pro,2,8242.69,0.05,1483.68,UPI,Completed,Offline,0
TX007909,103506,2025-04-04,East,New,Data Analytics,4,37864.84,0.0,6815.67,Bank Transfer,Completed,Offline,1
TX007910,104881,2025-09-12,East,Existing,GST Filing,2,4220.93,0.0,759.77,UPI,Completed,Offline,1
TX007911,102399,2025-02-16,Central,Existing,GST Filing,1,1792.21,0.0,322.6,UPI,Completed,Online,0
TX007912,100727,2025-02-04,West,Existing,GST Filing,5,8240.61,0.0,1483.31,UPI,Completed,Online,0
TX007913,101052,2025-02-19,North,Existing,GST Filing,4,5588.6,0.1,1005.95,UPI,Completed,Offline,2
TX007914,104975,2026-03-06,Northeast,New,Payroll,2,13571.6,0.05,2442.89,Bank Transfer,Completed,Referral,0
TX007915,100797,2025-04-04,North,New,Data Analytics,5,47774.23,0.0,8599.36,Card,Completed,Referral,2
TX007916,102772,2025-09-24,South,Existing,GST Filing,3,5760.28,0.0,1036.85,Bank Transfer,Completed,Online,1
TX007917,103791,2026-06-10,Central,Existing,Data Analytics,3,28705.18,0.05,5166.93,UPI,Completed,Online,0
TX007918,101540,2025-06-20,Central,Existing,Invoice Pro,1,4364.38,0.0,785.59,UPI,Completed,Offline,3
TX007919,102972,2026-04-25,Northeast,Existing,GST Filing,2,3362.61,0.0,605.27,Card,Completed,Online,0
TX007920,104822,2026-04-26,North,Existing,Data Analytics,1,-9013.41,0.1,-1622.41,Card,Refunded,Offline,1
TX007921,103029,2025-12-16,West,Existing,GST Filing,1,1977.67,0.05,355.98,Cash,Completed,Offline,4
TX007922,104652,2025-07-19,South,Existing,Payroll,1,6593.71,0.1,1186.87,Cash,Completed,Online,2
TX007923,104739,2025-09-13,East,Existing,Invoice Pro,3,12984.34,0.0,2337.18,Card,Completed,Offline,1
TX007924,103629,2025-04-19,South,Existing,Invoice Pro,5,18159.26,0.15,3268.67,UPI,Completed,Offline,1
TX007925,103624,2025-01-08,South,New,GST Filing,5,8407.86,0.05,1513.41,UPI,Completed,Offline,3
TX007926,103746,2025-02-03,Northeast,Existing,Data Analytics,3,23676.58,0.0,4261.78,Bank Transfer,Completed,Online,0
TX007927,102942,2025-01-13,East,Existing,Data Analytics,4,32460.41,0.1,5842.87,UPI,Completed,Referral,1
TX007928,100926,2025-12-05,Northeast,Existing,GST Filing,5,7665.11,0.05,1379.72,Card,Completed,Referral,1
TX007929,102523,2025-11-30,West,Existing,GST Filing,1,1458.43,0.1,262.52,UPI,Completed,Offline,2
TX007930,101746,2025-01-15,West,Existing,Invoice Pro,4,15948.35,0.1,2870.7,Bank Transfer,Completed,Online,3
TX007931,103192,2026-02-24,Central,New,Payroll,5,33786.1,0.0,6081.5,Cash,Completed,Offline,0
TX007932,102050,2025-09-19,South,New,Data Analytics,4,38868.13,0.0,6996.26,Cash,Completed,Referral,2
TX007933,100948,2026-04-10,West,New,Invoice Pro,3,-10127.9,0.1,-1823.02,UPI,Refunded,Referral,0
TX007934,101730,2025-10-11,East,New,Data Analytics,2,17729.52,0.1,3191.31,UPI,Cancelled,Referral,1
TX007935,102978,2025-10-11,Central,Existing,Data Analytics,4,38664.58,0.1,6959.62,Bank Transfer,Completed,Online,3
TX007936,101971,2026-06-14,East,Existing,Invoice Pro,3,13868.66,0.0,2496.36,UPI,Completed,Offline,0
TX007937,101132,2025-05-18,Central,Existing,Data Analytics,1,8121.35,0.1,1461.84,Card,Completed,Referral,4
TX007938,103600,2025-03-09,East,Existing,GST Filing,1,-1228.96,0.15,-221.21,Card,Refunded,Offline,0
TX007939,101440,2026-06-26,West,Existing,Invoice Pro,2,8598.15,0.0,1547.67,UPI,Completed,Offline,0
TX007940,101270,2025-02-03,North,Existing,Invoice Pro,3,11260.68,0.0,2026.92,Bank Transfer,Completed,Online,1
TX007941,100758,2025-08-26,South,New,Data Analytics,1,9085.43,0.1,1635.38,Card,Completed,Offline,1
TX007942,101654,2026-06-26,West,Existing,GST Filing,4,7021.03,0.0,1263.79,Card,Completed,Online,0
TX007943,104606,2026-02-28,West,New,Data Analytics,3,25993.23,0.0,4678.78,UPI,Completed,Online,3
TX007944,101365,2026-06-18,North,Existing,GST Filing,3,5662.94,0.0,1019.33,Bank Transfer,Completed,Offline,3
TX007945,103801,2026-06-29,South,Existing,GST Filing,3,4503.99,0.1,810.72,Cash,Completed,Online,2
TX007946,100961,2025-05-20,Northeast,Existing,GST Filing,1,1635.48,0.05,294.39,Card,Completed,Online,3
TX007947,100333,2025-11-08,South,New,Payroll,5,29259.05,0.0,5266.63,Card,Completed,Offline,0
TX007948,104164,2025-05-17,East,Existing,Data Analytics,4,36680.08,0.1,6602.41,Bank Transfer,Completed,Online,0
TX007949,104598,2025-12-01,North,Existing,Data Analytics,3,25374.03,0.05,4567.33,Card,Completed,Referral,3
TX007950,101736,2026-05-11,West,Existing,Data Analytics,4,39283.12,0.0,7070.96,Card,Completed,Online,2
TX007951,104520,2025-12-09,North,Existing,Data Analytics,1,8552.46,0.0,1539.44,Bank Transfer,Completed,Online,1
TX007952,103770,2025-09-21,West,Existing,GST Filing,5,8006.23,0.05,1441.12,UPI,Cancelled,Online,3
TX007953,102319,2025-10-03,West,Existing,Payroll,3,21400.08,0.0,3852.01,UPI,Completed,Online,0
TX007954,101471,2026-02-12,West,Existing,GST Filing,5,9650.07,0.05,1737.01,Card,Cancelled,Online,2
TX007955,104551,2025-03-04,Central,Existing,Invoice Pro,1,3795.45,0.05,683.18,Card,Completed,Referral,1
TX007956,100932,2026-01-24,West,Existing,Data Analytics,5,44866.54,0.0,8075.98,Bank Transfer,Completed,Online,0
TX007957,104045,2026-03-12,West,New,Payroll,4,26115.77,0.0,4700.84,Card,Completed,Offline,3
TX007958,100462,2026-07-02,North,Existing,Payroll,2,13161.97,0.0,2369.15,Card,Cancelled,Offline,1
TX007959,103401,2025-01-17,Northeast,New,GST Filing,3,5444.06,0.0,979.93,Card,Completed,Offline,3
TX007960,100092,2025-11-29,North,Existing,GST Filing,5,9219.12,0.05,1659.44,UPI,Completed,Referral,2
TX007961,104680,2026-06-19,South,Existing,Payroll,1,6709.17,0.0,1207.65,UPI,Completed,Offline,1
TX007962,100844,2025-09-25,North,New,Data Analytics,3,23410.14,0.05,4213.83,UPI,Completed,Referral,1
TX007963,101785,2025-07-02,Central,Existing,Invoice Pro,5,19147.1,0.0,3446.48,Bank Transfer,Completed,Offline,2
TX007964,103502,2025-04-08,Central,New,Invoice Pro,1,4067.16,0.05,732.09,UPI,Completed,Online,0
TX007965,104414,2025-02-04,South,Existing,GST Filing,3,4848.95,0.05,872.81,Bank Transfer,Completed,Online,2
TX007966,101986,2026-02-27,West,Existing,Invoice Pro,3,14145.78,0.0,2546.24,Bank Transfer,Completed,Online,1
TX007967,100126,2025-05-28,East,Existing,GST Filing,1,1845.11,0.0,332.12,Card,Completed,Referral,2
TX007968,104350,2025-07-12,South,Existing,Payroll,3,21724.63,0.05,3910.43,Cash,Completed,Online,1
TX007969,101052,2025-05-15,North,New,Invoice Pro,2,7687.28,0.1,1383.71,UPI,Completed,Offline,0
TX007970,101706,2026-03-06,South,New,Invoice Pro,1,3466.54,0.1,623.98,Card,Completed,Online,2
TX007971,102201,2025-12-16,North,Existing,GST Filing,2,3721.92,0.05,669.95,UPI,Completed,Online,1
TX007972,100719,2025-09-26,Northeast,Existing,Payroll,3,15394.65,0.1,2771.04,Card,Completed,Online,3
TX007973,102433,2025-08-24,West,Existing,Payroll,4,25670.63,0.1,4620.71,Bank Transfer,Completed,Online,0
TX007974,103311,2025-05-05,Central,Existing,GST Filing,5,8410.49,0.0,1513.89,Bank Transfer,Completed,Referral,0
TX007975,100153,2025-06-14,East,New,Invoice Pro,3,12368.8,0.05,2226.38,Bank Transfer,Completed,Online,1
TX007976,103469,2025-06-22,Central,Existing,GST Filing,3,6377.41,0.05,1147.93,Cash,Completed,Referral,1
TX007977,103940,2026-06-23,West,Existing,Invoice Pro,5,18587.69,0.15,3345.78,UPI,Completed,Online,2
TX007978,103176,2025-11-16,North,New,Payroll,5,36616.2,0.0,6590.92,UPI,Completed,Referral,4
TX007979,103102,2026-05-26,East,Existing,GST Filing,1,1650.5,0.05,297.09,Card,Cancelled,Referral,0
TX007980,104293,2025-12-29,North,New,Data Analytics,1,10907.28,0.0,1963.31,Bank Transfer,Completed,Offline,0
TX007981,103366,2025-10-10,Northeast,New,GST Filing,1,1775.75,0.0,319.64,Card,Completed,Offline,0
TX007982,100359,2025-05-28,South,Existing,Invoice Pro,2,7838.48,0.1,1410.93,Bank Transfer,Completed,Referral,3
TX007983,100730,2025-07-17,North,Existing,GST Filing,3,4839.49,0.05,871.11,UPI,Completed,Offline,0
TX007984,102193,2025-08-13,South,Existing,Invoice Pro,5,17706.93,0.15,3187.25,Bank Transfer,Completed,Online,0
TX007985,104698,2025-06-08,Northeast,Existing,Invoice Pro,3,10715.62,0.15,1928.81,Cash,Completed,Online,1
TX007986,102035,2026-02-03,Central,Existing,Invoice Pro,1,4425.87,0.05,796.66,Card,Completed,Referral,1
TX007987,102540,2026-04-10,Central,Existing,Payroll,4,23433.75,0.0,4218.08,Card,Completed,Online,5
TX007988,103038,2026-03-12,Central,Existing,GST Filing,3,4863.79,0.1,875.48,Card,Completed,Offline,3
TX007989,103162,2026-03-06,South,Existing,Data Analytics,3,24591.71,0.0,4426.51,Card,Completed,Referral,2
TX007990,102802,2025-06-07,Northeast,New,Payroll,2,-13642.44,0.05,-2455.64,Bank Transfer,Refunded,Offline,1
TX007991,104766,2026-03-28,Central,Existing,Data Analytics,4,30259.96,0.1,5446.79,UPI,Completed,Online,0
TX007992,104425,2026-03-18,Central,Existing,Invoice Pro,4,18569.92,0.0,3342.59,Cash,Completed,Online,0
TX007993,103902,2025-06-24,South,New,Payroll,5,35877.93,0.0,6458.03,Card,Completed,Online,4
TX007994,102763,2025-11-25,South,New,Invoice Pro,1,4455.09,0.0,801.92,UPI,Completed,Offline,0
TX007995,100374,2025-09-15,North,Existing,GST Filing,2,3678.03,0.0,662.05,Card,Completed,Online,0
TX007996,101839,2025-07-09,North,Existing,Payroll,4,26416.8,0.1,4755.02,UPI,Completed,Offline,0
TX007997,104216,2025-12-25,West,Existing,Payroll,1,6106.82,0.0,1099.23,Card,Completed,Online,1
TX007998,101815,2026-01-16,Northeast,Existing,GST Filing,5,8786.8,0.0,1581.62,UPI,Completed,Offline,2
TX007999,102475,2025-10-24,North,Existing,GST Filing,2,3287.29,0.05,591.71,UPI,Completed,Online,3
TX008000,103199,2026-04-07,West,Existing,Payroll,2,10860.84,0.05,1954.95,Card,Completed,Online,0
TX008001,103380,2025-08-14,Northeast,New,Payroll,5,33749.8,0.0,6074.96,Bank Transfer,Completed,Online,1
TX008002,102818,2025-09-24,South,New,Payroll,5,29748.41,0.0,5354.71,Bank Transfer,Completed,Online,0
TX008003,104345,2025-12-10,Central,Existing,GST Filing,3,4717.94,0.0,849.23,UPI,Cancelled,Online,1
TX008004,102115,2026-05-07,Central,New,Invoice Pro,4,16737.98,0.0,3012.84,UPI,Completed,Online,2
TX008005,100108,2026-07-02,South,Existing,GST Filing,1,1693.33,0.1,304.8,UPI,Completed,Online,1
TX008006,104618,2026-02-17,North,New,Payroll,2,12658.88,0.0,2278.6,Card,Completed,Online,0
TX008007,103586,2026-01-18,South,Existing,GST Filing,1,1532.11,0.1,275.78,UPI,Completed,Online,1
TX008008,102967,2025-08-07,North,Existing,Invoice Pro,4,14142.44,0.1,2545.64,Card,Completed,Offline,0
TX008009,101800,2025-09-03,Central,Existing,Data Analytics,2,15962.22,0.1,2873.2,UPI,Completed,Online,1
TX008010,101614,2025-07-18,Central,New,Invoice Pro,5,19672.44,0.05,3541.04,Bank Transfer,Completed,Offline,1
TX008011,102644,2026-02-13,Northeast,New,GST Filing,2,3558.55,0.1,640.54,UPI,Completed,Online,2
TX008012,103994,2026-01-28,Central,New,Payroll,3,20501.09,0.05,3690.2,Card,Completed,Referral,2
TX008013,102644,2025-06-07,North,New,Invoice Pro,2,8117.87,0.05,1461.22,Bank Transfer,Completed,Online,2
TX008014,101295,2026-05-06,Northeast,Existing,GST Filing,5,7491.39,0.0,1348.45,UPI,Completed,Offline,4
TX008015,104386,2025-08-06,North,Existing,GST Filing,1,1413.06,0.15,254.35,Card,Completed,Online,0
TX008016,101205,2026-01-20,South,New,GST Filing,4,7173.67,0.0,1291.26,Bank Transfer,Completed,Online,2
TX008017,103193,2025-07-01,South,Existing,Data Analytics,2,19252.04,0.0,3465.37,Card,Completed,Referral,2
TX008018,104503,2025-08-24,South,New,Invoice Pro,2,6797.95,0.1,1223.63,Bank Transfer,Completed,Offline,1
TX008019,101687,2026-06-28,North,Existing,Payroll,5,32469.23,0.05,5844.46,Bank Transfer,Completed,Online,4
TX008020,102468,2025-08-30,Northeast,New,Payroll,1,7986.75,0.0,1437.62,Cash,Completed,Online,0
TX008021,103536,2026-03-26,North,Existing,Data Analytics,5,41191.15,0.05,7414.41,Cash,Completed,Offline,0
TX008022,104477,2026-03-19,North,Existing,GST Filing,2,3653.78,0.0,657.68,UPI,Completed,Offline,2
TX008023,102710,2025-03-08,Northeast,New,Invoice Pro,1,3773.57,0.0,679.24,Card,Completed,Offline,0
TX008024,101830,2026-01-05,East,New,GST Filing,2,3289.46,0.0,592.1,UPI,Completed,Online,0
TX008025,101585,2025-09-24,East,Existing,Payroll,2,12239.49,0.05,2203.11,Bank Transfer,Completed,Online,1
TX008026,102925,2025-08-09,South,Existing,Data Analytics,4,34393.02,0.0,6190.74,UPI,Completed,Offline,1
TX008027,104812,2026-05-11,East,Existing,GST Filing,1,1617.38,0.1,291.13,UPI,Completed,Online,1
TX008028,100030,2025-04-12,West,Existing,Invoice Pro,3,10559.4,0.1,1900.69,UPI,Completed,Online,2
TX008029,102520,2025-02-10,West,New,Payroll,5,30243.41,0.0,5443.81,UPI,Completed,Online,0
TX008030,104159,2025-02-01,West,Existing,GST Filing,2,3592.73,0.0,646.69,Bank Transfer,Completed,Online,5
